image,label
images/473_2HC.png,labels/473_2HC_seg.png
images/317_HC.png,labels/317_HC_seg.png
images/751_2HC.png,labels/751_2HC_seg.png
images/64_HC.png,labels/64_HC_seg.png
images/790_HC.png,labels/790_HC_seg.png
images/272_HC.png,labels/272_HC_seg.png
images/175_2HC.png,labels/175_2HC_seg.png
images/56_HC.png,labels/56_HC_seg.png
images/677_HC.png,labels/677_HC_seg.png
images/825_2HC.png,labels/825_2HC_seg.png
images/805_HC.png,labels/805_HC_seg.png
images/564_2HC.png,labels/564_2HC_seg.png
images/540_2HC.png,labels/540_2HC_seg.png
images/863_HC.png,labels/863_HC_seg.png
images/876_HC.png,labels/876_HC_seg.png
images/153_HC.png,labels/153_HC_seg.png
images/390_HC.png,labels/390_HC_seg.png
images/722_HC.png,labels/722_HC_seg.png
images/600_HC.png,labels/600_HC_seg.png
images/635_HC.png,labels/635_HC_seg.png
images/797_HC.png,labels/797_HC_seg.png
images/300_HC.png,labels/300_HC_seg.png
images/374_2HC.png,labels/374_2HC_seg.png
images/717_HC.png,labels/717_HC_seg.png
images/243_HC.png,labels/243_HC_seg.png
images/54_HC.png,labels/54_HC_seg.png
images/613_2HC.png,labels/613_2HC_seg.png
images/834_HC.png,labels/834_HC_seg.png
images/364_3HC.png,labels/364_3HC_seg.png
images/51_HC.png,labels/51_HC_seg.png
images/783_HC.png,labels/783_HC_seg.png
images/460_HC.png,labels/460_HC_seg.png
images/102_2HC.png,labels/102_2HC_seg.png
images/899_HC.png,labels/899_HC_seg.png
images/252_2HC.png,labels/252_2HC_seg.png
images/755_HC.png,labels/755_HC_seg.png
images/883_HC.png,labels/883_HC_seg.png
images/298_2HC.png,labels/298_2HC_seg.png
images/544_2HC.png,labels/544_2HC_seg.png
images/962_HC.png,labels/962_HC_seg.png
images/736_HC.png,labels/736_HC_seg.png
images/254_4HC.png,labels/254_4HC_seg.png
images/319_HC.png,labels/319_HC_seg.png
images/983_HC.png,labels/983_HC_seg.png
images/114_2HC.png,labels/114_2HC_seg.png
images/59_HC.png,labels/59_HC_seg.png
images/701_2HC.png,labels/701_2HC_seg.png
images/147_HC.png,labels/147_HC_seg.png
images/723_HC.png,labels/723_HC_seg.png
images/608_HC.png,labels/608_HC_seg.png
images/509_HC.png,labels/509_HC_seg.png
images/170_HC.png,labels/170_HC_seg.png
images/330_HC.png,labels/330_HC_seg.png
images/89_HC.png,labels/89_HC_seg.png
images/746_HC.png,labels/746_HC_seg.png
images/26_HC.png,labels/26_HC_seg.png
images/968_HC.png,labels/968_HC_seg.png
images/22_HC.png,labels/22_HC_seg.png
images/970_3HC.png,labels/970_3HC_seg.png
images/833_HC.png,labels/833_HC_seg.png
images/934_HC.png,labels/934_HC_seg.png
images/931_HC.png,labels/931_HC_seg.png
images/32_HC.png,labels/32_HC_seg.png
images/200_HC.png,labels/200_HC_seg.png
images/413_HC.png,labels/413_HC_seg.png
images/472_HC.png,labels/472_HC_seg.png
images/157_2HC.png,labels/157_2HC_seg.png
images/191_HC.png,labels/191_HC_seg.png
images/697_HC.png,labels/697_HC_seg.png
images/703_HC.png,labels/703_HC_seg.png
images/721_2HC.png,labels/721_2HC_seg.png
images/150_HC.png,labels/150_HC_seg.png
images/531_HC.png,labels/531_HC_seg.png
images/47_HC.png,labels/47_HC_seg.png
images/993_HC.png,labels/993_HC_seg.png
images/427_2HC.png,labels/427_2HC_seg.png
images/499_2HC.png,labels/499_2HC_seg.png
images/708_HC.png,labels/708_HC_seg.png
images/952_HC.png,labels/952_HC_seg.png
images/188_HC.png,labels/188_HC_seg.png
images/276_HC.png,labels/276_HC_seg.png
images/476_HC.png,labels/476_HC_seg.png
images/739_HC.png,labels/739_HC_seg.png
images/324_HC.png,labels/324_HC_seg.png
images/537_HC.png,labels/537_HC_seg.png
images/632_HC.png,labels/632_HC_seg.png
images/627_2HC.png,labels/627_2HC_seg.png
images/222_2HC.png,labels/222_2HC_seg.png
images/779_HC.png,labels/779_HC_seg.png
images/299_3HC.png,labels/299_3HC_seg.png
images/791_HC.png,labels/791_HC_seg.png
images/718_HC.png,labels/718_HC_seg.png
images/358_HC.png,labels/358_HC_seg.png
images/31_HC.png,labels/31_HC_seg.png
images/575_HC.png,labels/575_HC_seg.png
images/756_2HC.png,labels/756_2HC_seg.png
images/405_2HC.png,labels/405_2HC_seg.png
images/886_2HC.png,labels/886_2HC_seg.png
images/163_HC.png,labels/163_HC_seg.png
images/888_HC.png,labels/888_HC_seg.png
images/155_3HC.png,labels/155_3HC_seg.png
images/683_HC.png,labels/683_HC_seg.png
images/753_HC.png,labels/753_HC_seg.png
images/166_2HC.png,labels/166_2HC_seg.png
images/107_HC.png,labels/107_HC_seg.png
images/971_4HC.png,labels/971_4HC_seg.png
images/976_HC.png,labels/976_HC_seg.png
images/312_HC.png,labels/312_HC_seg.png
images/611_HC.png,labels/611_HC_seg.png
images/643_HC.png,labels/643_HC_seg.png
images/11_2HC.png,labels/11_2HC_seg.png
images/412_HC.png,labels/412_HC_seg.png
images/947_HC.png,labels/947_HC_seg.png
images/308_HC.png,labels/308_HC_seg.png
images/329_HC.png,labels/329_HC_seg.png
images/211_HC.png,labels/211_HC_seg.png
images/517_HC.png,labels/517_HC_seg.png
images/578_HC.png,labels/578_HC_seg.png
images/504_HC.png,labels/504_HC_seg.png
images/890_4HC.png,labels/890_4HC_seg.png
images/975_HC.png,labels/975_HC_seg.png
images/71_HC.png,labels/71_HC_seg.png
images/860_HC.png,labels/860_HC_seg.png
images/389_HC.png,labels/389_HC_seg.png
images/759_HC.png,labels/759_HC_seg.png
images/286_HC.png,labels/286_HC_seg.png
images/737_2HC.png,labels/737_2HC_seg.png
images/945_HC.png,labels/945_HC_seg.png
images/806_HC.png,labels/806_HC_seg.png
images/880_HC.png,labels/880_HC_seg.png
images/491_HC.png,labels/491_HC_seg.png
images/660_HC.png,labels/660_HC_seg.png
images/588_HC.png,labels/588_HC_seg.png
images/916_HC.png,labels/916_HC_seg.png
images/253_3HC.png,labels/253_3HC_seg.png
images/607_2HC.png,labels/607_2HC_seg.png
images/539_HC.png,labels/539_HC_seg.png
images/709_HC.png,labels/709_HC_seg.png
images/219_HC.png,labels/219_HC_seg.png
images/216_HC.png,labels/216_HC_seg.png
images/592_HC.png,labels/592_HC_seg.png
images/164_HC.png,labels/164_HC_seg.png
images/549_2HC.png,labels/549_2HC_seg.png
images/776_HC.png,labels/776_HC_seg.png
images/17_3HC.png,labels/17_3HC_seg.png
images/940_2HC.png,labels/940_2HC_seg.png
images/87_HC.png,labels/87_HC_seg.png
images/322_HC.png,labels/322_HC_seg.png
images/154_2HC.png,labels/154_2HC_seg.png
images/321_2HC.png,labels/321_2HC_seg.png
images/384_HC.png,labels/384_HC_seg.png
images/435_HC.png,labels/435_HC_seg.png
images/828_HC.png,labels/828_HC_seg.png
images/118_HC.png,labels/118_HC_seg.png
images/551_HC.png,labels/551_HC_seg.png
images/39_HC.png,labels/39_HC_seg.png
